,試合ID,表チーム,裏チーム,表得点,裏得点
1485,1704608.csv,レンジャーズ,アストロズ,8,1
1486,1704609.csv,レンジャーズ,アストロズ,1,5
1487,1704610.csv,Wソックス,Dバックス,1,5
1488,1704612.csv,メッツ,アストロズ,1,4
1489,1704613.csv,Wソックス,Dバックス,4,5
1490,1704614.csv,カブス,フィリーズ,1,7
1491,1704616.csv,Wソックス,Dバックス,6,8
1492,1704617.csv,マリナーズ,アストロズ,2,5
1493,1704618.csv,マリナーズ,アストロズ,6,8
1494,1704619.csv,マリナーズ,アストロズ,1,7
1495,1704620.csv,カブス,フィリーズ,17,2
1496,1704622.csv,Wソックス,アストロズ,1,3
1497,1704623.csv,パドレス,Dバックス,4,7
1498,1704624.csv,Wソックス,アストロズ,3,4
1499,1704625.csv,カブス,フィリーズ,3,6
1500,1704628.csv,パドレス,Dバックス,3,15
1501,1704629.csv,エンゼルス,アストロズ,2,6
1502,1704630.csv,ブリュワーズ,Dバックス,8,6
1503,1704631.csv,エンゼルス,アストロズ,7,5
1504,1704632.csv,ブリュワーズ,Dバックス,2,3
1505,1704633.csv,ブレーブス,フィリーズ,1,6
1506,1704634.csv,ブリュワーズ,Dバックス,1,11
1507,1704635.csv,フィリーズ,Dバックス,6,1
1508,1704637.csv,フィリーズ,Dバックス,2,9
1509,1704638.csv,ブレーブス,フィリーズ,9,1
1510,1704639.csv,フィリーズ,Dバックス,1,2
1511,1704640.csv,フィリーズ,Dバックス,1,6
1512,1704641.csv,カージナルス,Dバックス,5,6
1513,1704642.csv,マーリンズ,フィリーズ,8,9
1514,1704643.csv,カージナルス,Dバックス,4,3
1515,1704645.csv,マーリンズ,フィリーズ,1,8
1516,1704647.csv,マーリンズ,フィリーズ,0,10
1517,1704648.csv,アスレチックス,フィリーズ,4,0
1518,1704650.csv,アスレチックス,フィリーズ,3,5
1519,1704651.csv,ロッキーズ,Dバックス,3,4
1520,1704652.csv,アスレチックス,フィリーズ,6,3
1521,1704653.csv,パドレス,ドジャース,3,14
1522,1704654.csv,レッズ,Dバックス,3,6
1523,1704655.csv,パドレス,ドジャース,4,0
1524,1704656.csv,レッズ,Dバックス,7,0
1525,1704657.csv,パドレス,ドジャース,1,3
1526,1704658.csv,ドジャース,フィリーズ,3,4
1527,1704659.csv,レッズ,Dバックス,2,1
1528,1704660.csv,パドレス,ドジャース,2,10
1529,1704662.csv,Dバックス,ドジャース,1,7
1530,1704663.csv,ナショナルズ,Dバックス,5,6
1531,1704665.csv,Dバックス,ドジャース,4,8
1532,1704667.csv,ドジャース,フィリーズ,5,7
1533,1704668.csv,ブレーブス,Dバックス,2,10
1534,1704669.csv,Dバックス,ドジャース,3,1
1535,1704670.csv,Dバックス,ドジャース,4,2
1536,1704671.csv,ブレーブス,Dバックス,8,3
1537,1704673.csv,ブレーブス,Dバックス,3,10
1538,1704674.csv,ナショナルズ,フィリーズ,3,1
1539,1704675.csv,ナショナルズ,フィリーズ,1,4
1540,1704676.csv,ナショナルズ,フィリーズ,5,7
1541,1704677.csv,メッツ,フィリーズ,2,6
1542,1704678.csv,ロッキーズ,ドジャース,4,3
1543,1704680.csv,メッツ,フィリーズ,7,4
1544,1704681.csv,フィリーズ,ドジャース,3,5
1545,1704682.csv,フィリーズ,ドジャース,5,6
1546,1704683.csv,メッツ,フィリーズ,0,11
1547,1704684.csv,フィリーズ,ドジャース,3,5
1548,1704685.csv,ドジャース,Dバックス,3,6
1549,1704687.csv,ドジャース,Dバックス,8,6
1550,1704688.csv,カブス,Dバックス,8,3
1551,1704689.csv,カブス,Dバックス,2,6
1552,1704690.csv,カブス,Dバックス,7,2
1553,1704691.csv,ジャイアンツ,ドジャース,4,3
1554,1704692.csv,ジャイアンツ,ドジャース,5,13
1555,1704693.csv,アストロズ,Dバックス,0,2
1556,1704694.csv,アストロズ,Dバックス,9,4
1557,1704695.csv,ジャイアンツ,Dバックス,3,4
1558,1704696.csv,ジャイアンツ,ドジャース,4,1
1559,1704697.csv,パイレーツ,ドジャース,1,12
1560,1704698.csv,ジャイアンツ,Dバックス,1,2
1561,1704699.csv,パイレーツ,ドジャース,3,4
1562,1704700.csv,ジャイアンツ,Dバックス,0,11
1563,1704702.csv,マーリンズ,ドジャース,2,7
1564,1704703.csv,ドジャース,Dバックス,6,7
1565,1704704.csv,マーリンズ,ドジャース,2,7
1566,1704705.csv,ブレーブス,マーリンズ,4,8
1567,1704706.csv,ドジャース,Dバックス,4,6
1568,1704707.csv,マーリンズ,ドジャース,10,6
1569,1704709.csv,ブレーブス,マーリンズ,5,4
1570,1704710.csv,カージナルス,ドジャース,1,2
1571,1704711.csv,ドジャース,Dバックス,1,8
1572,1704712.csv,カージナルス,ドジャース,6,1
1573,1704713.csv,カージナルス,ドジャース,3,7
1574,1704714.csv,メッツ,マーリンズ,9,8
1575,1704716.csv,パドレス,Dバックス,10,6
1576,1704717.csv,メッツ,マーリンズ,2,3
1577,1704718.csv,カブス,ドジャース,0,5
1578,1704720.csv,メッツ,マーリンズ,4,5
1579,1704721.csv,カブス,ドジャース,4,9
1580,1704722.csv,パドレス,Dバックス,2,3
1581,1704723.csv,メッツ,マーリンズ,2,4
1582,1704724.csv,ナショナルズ,ドジャース,4,2
1583,1704725.csv,ロッキーズ,Dバックス,5,4
1584,1704727.csv,パイレーツ,マーリンズ,12,2
1585,1704728.csv,ロッキーズ,Dバックス,4,2
1586,1704729.csv,ナショナルズ,ドジャース,1,2
1587,1704730.csv,パイレーツ,マーリンズ,4,0
1588,1704731.csv,レッズ,ドジャース,2,7
1589,1704732.csv,ロッキーズ,Dバックス,2,8
1590,1704733.csv,パイレーツ,マーリンズ,3,10
1591,1704734.csv,レッズ,ドジャース,4,5
1592,1704735.csv,ロッキーズ,Dバックス,0,7
1593,1704736.csv,レッズ,ドジャース,7,9
1594,1704738.csv,レイズ,マーリンズ,4,2
1595,1704739.csv,マーリンズ,Dバックス,12,6
1596,1704741.csv,マーリンズ,Dバックス,2,3
1597,1704742.csv,レイズ,マーリンズ,3,1
1598,1704743.csv,メッツ,ドジャース,0,12
1599,1704744.csv,メッツ,ドジャース,2,8
1600,1704745.csv,ジャイアンツ,Dバックス,9,2
1601,1704746.csv,メッツ,ドジャース,3,6
1602,1704747.csv,ジャイアンツ,Dバックス,4,11
1603,1704748.csv,ロッキーズ,ドジャース,1,6
1604,1704749.csv,カージナルス,マーリンズ,9,4
1605,1704750.csv,ロッキーズ,ドジャース,0,4
1606,1704751.csv,ジャイアンツ,Dバックス,3,4
1607,1704752.csv,カージナルス,マーリンズ,6,5
1608,1704753.csv,ロッキーズ,ドジャース,6,12
1609,1704755.csv,エンゼルス,ドジャース,4,0
1610,1704756.csv,エンゼルス,ドジャース,0,4
1611,1704757.csv,Dバックス,ドジャース,3,4
1612,1704759.csv,Dバックス,ドジャース,4,5
1613,1704760.csv,ロイヤルズ,ドジャース,1,4
1614,1704761.csv,ドジャース,ロッキーズ,1,2
1615,1704762.csv,ロイヤルズ,ドジャース,4,5
1616,1704763.csv,ブレーブス,マーリンズ,8,4
1617,1704764.csv,ドジャース,ロッキーズ,2,4
1618,1704765.csv,ロイヤルズ,ドジャース,2,5
1619,1704766.csv,ブレーブス,マーリンズ,3,1
1620,1704767.csv,ブレーブス,ドジャース,6,3
1621,1704768.csv,ドジャース,ロッキーズ,10,6
1622,1704769.csv,ブレーブス,ドジャース,12,3
1623,1704771.csv,パドレス,ロッキーズ,5,3
1624,1704773.csv,パドレス,ロッキーズ,2,3
1625,1704774.csv,ブレーブス,マーリンズ,1,3
1626,1704775.csv,ツインズ,ドジャース,4,6
1627,1704776.csv,パドレス,ロッキーズ,6,0
1628,1704777.csv,ツインズ,ドジャース,2,6
1629,1704778.csv,アストロズ,マーリンズ,7,2
1630,1704779.csv,ツインズ,ドジャース,5,6
1631,1704780.csv,ジャイアンツ,ロッキーズ,5,6
1632,1704781.csv,アストロズ,マーリンズ,12,2
1633,1704782.csv,ジャイアンツ,ドジャース,4,6
1634,1704783.csv,ジャイアンツ,ロッキーズ,3,12
1635,1704784.csv,ジャイアンツ,ドジャース,1,2
1636,1704785.csv,ジャイアンツ,ドジャース,2,3
1637,1704786.csv,ジャイアンツ,ロッキーズ,0,8
1638,1704787.csv,アストロズ,マーリンズ,3,0
1639,1704788.csv,ナショナルズ,ロッキーズ,4,8
1640,1704789.csv,パドレス,ドジャース,4,3
1641,1704791.csv,パドレス,ドジャース,3,6
1642,1704792.csv,エンゼルス,マーリンズ,5,8
1643,1704794.csv,パドレス,ドジャース,4,6
1644,1704795.csv,エンゼルス,マーリンズ,5,2
1645,1704796.csv,Wソックス,ドジャース,1,6
1646,1704797.csv,ナショナルズ,ロッキーズ,16,5
1647,1704798.csv,エンゼルス,マーリンズ,2,9
1648,1704799.csv,Wソックス,ドジャース,4,5
1649,1704800.csv,フィリーズ,マーリンズ,1,4
1650,1704801.csv,ブリュワーズ,ドジャース,1,3
1651,1704802.csv,Dバックス,ロッキーズ,6,3
1652,1704803.csv,ブリュワーズ,ドジャース,3,0
1653,1704804.csv,フィリーズ,マーリンズ,2,7
1654,1704805.csv,ブリュワーズ,ドジャース,3,2
1655,1704806.csv,フィリーズ,マーリンズ,2,10
1656,1704809.csv,Dバックス,マーリンズ,3,2
1657,1704810.csv,Dバックス,ロッキーズ,1,9
1658,1704812.csv,Dバックス,ドジャース,3,1
1659,1704813.csv,Dバックス,マーリンズ,0,3
1660,1704814.csv,ロッキーズ,ドジャース,9,1
1661,1704815.csv,ロッキーズ,ドジャース,5,4
1662,1704816.csv,Dバックス,マーリンズ,5,6
1663,1704818.csv,Dバックス,ロッキーズ,2,5
1664,1704820.csv,ロッキーズ,ドジャース,8,1
1665,1704821.csv,アスレチックス,マーリンズ,6,11
1666,1704824.csv,カブス,ロッキーズ,8,1
1667,1704825.csv,ジャイアンツ,ドジャース,2,1
1668,1704826.csv,ジャイアンツ,ドジャース,1,3
1669,1704829.csv,パドレス,ドジャース,3,9
1670,1704830.csv,パドレス,ドジャース,2,9
1671,1704831.csv,ナショナルズ,マーリンズ,12,3
1672,1704832.csv,ドジャース,ロッキーズ,7,10
1673,1704833.csv,パドレス,ドジャース,0,10
1674,1704834.csv,ドジャース,ロッキーズ,6,2
1675,1704835.csv,ドジャース,ロッキーズ,4,0
1676,1704836.csv,ナショナルズ,マーリンズ,1,2
1677,1704837.csv,ドジャース,ロッキーズ,6,9
1678,1704839.csv,カブス,マーリンズ,11,1
1679,1704840.csv,カージナルス,ロッキーズ,3,0
1680,1704841.csv,カージナルス,ロッキーズ,4,8
1681,1704842.csv,カブス,マーリンズ,0,2
1682,1704843.csv,マリナーズ,ロッキーズ,6,5
1683,1704844.csv,マリナーズ,ロッキーズ,10,4
1684,1704845.csv,カブス,マーリンズ,5,3
1685,1704846.csv,カブス,マーリンズ,2,4
1686,1704847.csv,インディアンス,ロッキーズ,3,11
1687,1704848.csv,メッツ,マーリンズ,3,6
1688,1704849.csv,インディアンス,ロッキーズ,1,8
1689,1704850.csv,メッツ,マーリンズ,8,0
1690,1704851.csv,ジャイアンツ,ロッキーズ,9,10
1691,1704853.csv,ジャイアンツ,ロッキーズ,8,10
1692,1704859.csv,Dバックス,ロッキーズ,3,4
1693,1704860.csv,フィリーズ,マーリンズ,5,6
1694,1704861.csv,フィリーズ,マーリンズ,5,2
1695,1704862.csv,フィリーズ,マーリンズ,10,3
1696,1704863.csv,Dバックス,ロッキーズ,16,5
1697,1704864.csv,レッズ,マーリンズ,1,4
1698,1704865.csv,Dバックス,ロッキーズ,10,3
1699,1704866.csv,レッズ,マーリンズ,4,7
1700,1704868.csv,レッズ,マーリンズ,6,4
1701,1704869.csv,レッズ,ロッキーズ,3,5
1702,1704870.csv,レッズ,ロッキーズ,8,1
1703,1704871.csv,ナショナルズ,マーリンズ,1,0
1704,1704873.csv,レッズ,ロッキーズ,6,3
1705,1704874.csv,ナショナルズ,マーリンズ,6,7
1706,1704875.csv,Wソックス,ロッキーズ,4,12
1707,1704876.csv,ナショナルズ,マーリンズ,0,7
1708,1704877.csv,Wソックス,ロッキーズ,5,4
1709,1704878.csv,Wソックス,ロッキーズ,0,10
1710,1704879.csv,ロッキーズ,マーリンズ,3,6
1711,1704880.csv,パドレス,ロッキーズ,6,9
1712,1704881.csv,ロッキーズ,マーリンズ,3,4
1713,1704882.csv,パドレス,ロッキーズ,7,9
1714,1704883.csv,ロッキーズ,マーリンズ,3,5
1715,1704884.csv,パドレス,ロッキーズ,4,18
1716,1704885.csv,ジャイアンツ,マーリンズ,3,8
1717,1704886.csv,パイレーツ,ロッキーズ,13,5
1718,1704887.csv,ジャイアンツ,マーリンズ,9,4
1719,1704890.csv,ジャイアンツ,マーリンズ,1,8
1720,1704891.csv,パドレス,マーリンズ,6,8
1721,1704892.csv,メッツ,ロッキーズ,4,5
1722,1704893.csv,パドレス,マーリンズ,1,2
1723,1704894.csv,メッツ,ロッキーズ,10,5
1724,1704895.csv,パドレス,マーリンズ,2,6
1725,1704896.csv,フィリーズ,マーリンズ,3,2
1726,1704897.csv,メッツ,ロッキーズ,4,5
1727,1704898.csv,フィリーズ,ロッキーズ,3,4
1728,1704899.csv,フィリーズ,マーリンズ,2,1
1729,1704900.csv,フィリーズ,ロッキーズ,5,8
1730,1704901.csv,フィリーズ,マーリンズ,9,10
1731,1704902.csv,フィリーズ,ロッキーズ,3,2
1732,1704904.csv,ブレーブス,ロッキーズ,0,3
1733,1704906.csv,ブレーブス,ロッキーズ,4,3
1734,1704907.csv,ブレーブス,ロッキーズ,2,17
1735,1704909.csv,ナショナルズ,マーリンズ,8,1
1736,1704910.csv,ブリュワーズ,マーリンズ,10,2
1737,1704911.csv,ブレーブス,ロッキーズ,10,4
1738,1704912.csv,ブリュワーズ,マーリンズ,4,7
1739,1704913.csv,ブリュワーズ,ロッキーズ,4,8
1740,1704914.csv,ブリュワーズ,マーリンズ,10,3
1741,1704915.csv,ブリュワーズ,ロッキーズ,6,3
1742,1704917.csv,メッツ,マーリンズ,1,13
1743,1704918.csv,タイガース,ロッキーズ,4,3
1744,1704920.csv,タイガース,ロッキーズ,3,7
1745,1704921.csv,タイガース,ロッキーズ,6,2
1746,1704922.csv,メッツ,マーリンズ,2,9
1747,1704923.csv,ブレーブス,マーリンズ,1,7
1748,1704924.csv,ブレーブス,マーリンズ,5,6
1749,1704925.csv,Dバックス,ロッキーズ,9,5
1750,1704926.csv,ブレーブス,マーリンズ,2,10
1751,1704927.csv,Dバックス,ロッキーズ,6,2
1752,1704928.csv,ブレーブス,マーリンズ,8,5
1753,1704932.csv,ジャイアンツ,ロッキーズ,11,3
1754,1704933.csv,パドレス,ロッキーズ,1,6
1755,1704934.csv,パドレス,ロッキーズ,0,16
1756,1704935.csv,ジャイアンツ,パドレス,6,7
1757,1704936.csv,パドレス,ロッキーズ,4,3
1758,1704937.csv,ジャイアンツ,パドレス,1,2
1759,1704938.csv,ジャイアンツ,パドレス,5,3
1760,1704939.csv,マーリンズ,ロッキーズ,5,4
1761,1704940.csv,Dバックス,パドレス,11,2
1762,1704941.csv,マーリンズ,ロッキーズ,0,6
1763,1704943.csv,マーリンズ,ロッキーズ,9,15
1764,1704944.csv,Dバックス,パドレス,1,4
1765,1704945.csv,マーリンズ,パドレス,3,5
1766,1704946.csv,ドジャース,ロッキーズ,1,9
1767,1704947.csv,マーリンズ,パドレス,6,3
1768,1704948.csv,ドジャース,ロッキーズ,5,3
1769,1704949.csv,ドジャース,ロッキーズ,6,3
1770,1704950.csv,ロッキーズ,パドレス,2,6
1771,1704951.csv,ロッキーズ,パドレス,11,3
1772,1704952.csv,ロッキーズ,パドレス,3,2
1773,1704953.csv,ドジャース,パドレス,8,2
1774,1704954.csv,ドジャース,パドレス,10,2
1775,1704956.csv,レンジャーズ,パドレス,1,5
1776,1704957.csv,レンジャーズ,パドレス,11,0
1777,1704958.csv,ブリュワーズ,パドレス,5,6
1778,1704959.csv,ブリュワーズ,パドレス,6,2
1779,1704960.csv,ブリュワーズ,パドレス,3,1
1780,1704961.csv,ブリュワーズ,パドレス,4,2
1781,1704962.csv,Dバックス,パドレス,10,1
1782,1704963.csv,Dバックス,パドレス,9,1
1783,1704965.csv,カブス,パドレス,2,5
1784,1704966.csv,カブス,パドレス,2,6
1785,1704967.csv,カブス,パドレス,1,2
1786,1704968.csv,パドレス,ブレーブス,2,5
1787,1704969.csv,パドレス,ブレーブス,2,4
1788,1704970.csv,パドレス,ブレーブス,2,9
1789,1704971.csv,パドレス,ブレーブス,4,5
1790,1704972.csv,ナショナルズ,ブレーブス,3,1
1791,1704974.csv,ナショナルズ,ブレーブス,3,2
1792,1704975.csv,メッツ,ブレーブス,7,5
1793,1704976.csv,メッツ,ブレーブス,7,9
1794,1704977.csv,メッツ,ブレーブス,16,5
1795,1704979.csv,カージナルス,ブレーブス,10,0
1796,1704980.csv,カージナルス,ブレーブス,5,3
1797,1704981.csv,カージナルス,ブレーブス,6,4
1798,1704982.csv,ブルージェイズ,ブレーブス,4,8
1799,1704983.csv,ブルージェイズ,ブレーブス,9,0
1800,1704984.csv,ナショナルズ,ブレーブス,4,7
1801,1704985.csv,ナショナルズ,ブレーブス,2,5
1802,1704987.csv,パイレーツ,ブレーブス,2,5
1803,1704988.csv,パイレーツ,ブレーブス,5,6
1804,1704989.csv,パイレーツ,ブレーブス,12,5
1805,1704990.csv,パイレーツ,ブレーブス,9,4
1806,1704991.csv,フィリーズ,ブレーブス,11,4
1807,1704992.csv,フィリーズ,ブレーブス,3,1
1808,1704993.csv,フィリーズ,ブレーブス,1,14
1809,1704994.csv,フィリーズ,ブレーブス,1,3
1810,1704995.csv,メッツ,ブレーブス,2,3
1811,1704996.csv,メッツ,ブレーブス,8,1
1812,1704997.csv,メッツ,ブレーブス,2,1
1813,1704998.csv,マーリンズ,ブレーブス,5,0
1814,1705002.csv,ジャイアンツ,ブレーブス,6,3
1815,1705003.csv,ジャイアンツ,ブレーブス,3,5
1816,1705004.csv,ジャイアンツ,ブレーブス,11,12
1817,1705005.csv,ブリュワーズ,ブレーブス,4,5
1818,1705006.csv,ブリュワーズ,ブレーブス,1,3
1819,1705007.csv,ブリュワーズ,ブレーブス,7,0
1820,1705008.csv,アストロズ,ブレーブス,16,4
1821,1705013.csv,カブス,ブレーブス,4,3
1822,1705014.csv,カブス,ブレーブス,5,1
1823,1705015.csv,カブス,ブレーブス,8,2
1824,1705016.csv,ドジャース,ブレーブス,3,2
1825,1705017.csv,ドジャース,ブレーブス,3,5
1826,1705018.csv,ドジャース,ブレーブス,7,4
1827,1705019.csv,マーリンズ,ブレーブス,3,5
1828,1705020.csv,マーリンズ,ブレーブス,2,7
1829,1705021.csv,マーリンズ,ブレーブス,4,1
1830,1705022.csv,フィリーズ,ブレーブス,5,2
1831,1705024.csv,レッズ,ブレーブス,5,3
1832,1705025.csv,レッズ,ブレーブス,11,8
1833,1705028.csv,マリナーズ,ブレーブス,0,4
1834,1705029.csv,マリナーズ,ブレーブス,9,6
1835,1705030.csv,ロッキーズ,ブレーブス,2,5
1836,1705031.csv,ロッキーズ,ブレーブス,7,6
1837,1705032.csv,ロッキーズ,ブレーブス,3,0
1838,1705035.csv,レンジャーズ,ブレーブス,4,5
1839,1705036.csv,マーリンズ,ブレーブス,5,6
1840,1705037.csv,マーリンズ,ブレーブス,7,1
1841,1705039.csv,マーリンズ,ブレーブス,8,10
1842,1705040.csv,メッツ,ブレーブス,2,3
1843,1705041.csv,メッツ,ブレーブス,7,3
1844,1705042.csv,メッツ,ブレーブス,5,1
1845,1705044.csv,ナショナルズ,ブレーブス,7,3
1846,1705047.csv,フィリーズ,ブレーブス,2,4
1847,1705048.csv,フィリーズ,ブレーブス,2,0
1848,1705049.csv,マーリンズ,ナショナルズ,2,4
1849,1705050.csv,マーリンズ,ナショナルズ,4,6
